stopwords
mampukah
mana
manakala
manalagi
masa
masalah
masalahnya
masih
masihkah
masing
masing-masing
masuk
mata
mau
maupun
melainkan
melakukan
melalui
melihat
melihatnya
memang
memastikan
memberi
memberikan
membuat
memerlukan
memihak
meminta
memintakan
memisalkan
memperbuat
mempergunakan
memperkirakan
memperlihatkan
mempersiapkan
mempersoalkan
mempertanyakan
mempunyai
memulai
memungkinkan
menaiki
menambahkan
menandaskan
menanti
menanti-nanti
menantikan
menanya
menanyai
menanyakan
mendapat
mendapatkan
mendatangi
mendatangkan
menegaskan
mengakhiri
mengapa
mengatakan
mengatakannya
mengenai
mengerjakan
mengetahui
menggunakan
menghendaki
mengibaratkan
mengibaratkannya
mengingat
mengingatkan
menginginkan
mengira
mengucapkan
mengucapkannya
mengungkapkan
menjadi
suru
kli
cekek
menjelaskan
menuju
menunjuk
menunjuki
menunjukkan
menunjuknya
menurut
menuturkan
menyampaikan
menyangkut
menyatakan
menyebutkan
menyeluruh
menyiapkan
merasa
mereka
merekalah
merupakan
meski
meskipun
meyakini
meyakinkan
minta
mirip
misal
misalkan
misalnya
mohon
mula
mulai
mulailah
mulanya
mungkin
mungkinkah
n
nah
naik
namun
nanti
nantinya
nya
nyaris
nyata
nyatanya
o
oleh
olehnya
orang
p
pada
padahal
padanya
pak
paling
panjang
pantas
para
pasti
pastilah
penting
pentingnya
per
percuma
perlu
perlukah
perlunya
pernah
persoalan
pertama
pertama-tama
pertanyaan
pertanyakan
pihak
pihaknya
pukul
pula
pun
punya
q
r
rasa
rasanya
rupa
rupanya
s
saat
saatnya
saja
sajalah
salam
saling
sm
sama
sama-sama
sambil
sampai
sampai-sampai
sampaikan
sana
sangat
sangatlah
sangkut
satu
saya
sayaa
sayaaa
siyappp
siyaaap
sayalah
se
sebab
sebabnya
sebagai
sebagaimana
sebagainya
sebagian
sebaik
sebaik-baiknya
sebaiknya
sebaliknya
sebanyak
sebegini
sebegitu
sebelum
sebelumnya
sebenarnya
seberapa
sebesar
sebetulnya
sebisanya
sebuah
sebut
sebutlah
sebutnya
secara
secukupnya
sedang
sedangkan
sedemikian
sedikit
sedikitnya
seenaknya
segala
segalanya
segera
seharusnya
sehingga
seingat
sejak
sejauh
sejenak
sejumlah
sekadar
sekadarnya
sekali
sekali-kali
sekalian
sekaligus
sekalipun
sekarang
sekaranglah
kemarenkemaren
citacita
dicitacita
dicitacitain
sekecil
seketika
sekiranya
sekitar
sekitarnya
sekurang-kurangnya
sekurangnya
sela
selain
selaku
selalu
selama
selama-lamanya
selamanya
selanjutnya
seluruh
seluruhnya
semacam
semakin
semampu
semampunya
semasa
semasih
semata
semata-mata
semaunya
sementara
semisal
semisalnya
sempat
semua
semuanya
semula
sendiri
sendirian
sendirinya
seolah
seolah-olah
seorang
stabilsangat
sepanjang
sepantasnya
sepantasnyalah
seperlunya
seperti
sepertinya
sepihak
sering
seringnya
serta
serupa
sesaat
sesama
sesampai
sesegera
sesekali
seseorang
sesuatu
sesuatunya
sesudah
sesudahnya
setelah
setempat
setengah
seterusnya
setiap
setiba
setibanya
setidak-tidaknya
setidaknya
setinggi
seusai
sewaktu
siapa
siapakah
siapapun
sini
sinilah
soal
soalnya
suatu
sudah
sudahkah
sudahlah
supaya
t
tadi
tadinya
tahu
tak
tambahnya
tampak
tampaknya
tandas
tandasnya
tanpa
tanya
tanyakan
tanyanya
tapi
tegas
tegasnya
telah
tempat
tentang
tentu
tentulah
tentunya
tepat
terakhir
terasa
terbanyak
terdahulu
terdapat
terdiri
terhadap
terhadapnya
teringat
teringat-ingat
terjadi
terjadilah
terjadinya
terkira
terlalu
terlebih
terlihat
termasuk
ternyata
tersampaikan
tersebut
tersebutlah
tertentu
tertuju
terus
teruss
terusss
teruus
teruuss
teruuusss
terutama
tetap
tetapi
tiap
tiba
tiba-tiba
tidak
tidakkah
tidaklah
tiga
toh
tuju
tunjuk
turut
tutur
tuturnya
u
ucap
ucapnya
ujar
ujarnya
umumnya
ungkap
ungkapnya
untuk
usah
usai
v
jek
w
waduh
wah
wahai
waktunya
walau
walaupun
wong
ilangjelek
sinyalna
x
y
ya
yaitu
yakin
yakni
yang
z
yg
dgn
dr
rt
far
dmn
gmn
jd
bukanya
dpt
spya
mah
ngak
jgn
org
mgg
say
aj
gpp
mrk
silakan
kpn
tp
dlm
bgt
hh
haha
hehe
yah
bngt
bnget
banget
ampe
yng
ny
jangn
nympek
nan
mpe
jagan
hsl
lohh
gaes
hsil
gw
tdk
loe
aja
sih
sihh
amp
lho
de
mo
to
lu
mw
pd
donk
wk
wkwkwk
bs
an
cc
deh
nge
please
like
follow
byk
nii
jauuh
rb
sibuj
xi
fa
cai
wal
rj
adx
a
dg
kpd
bgini
they
always
look
for
the
mistakes
of
good
muluk
mulukmuluk
mulu
krn
tsbt
oh
iya
ah
wouy
sekrg
kyfajar_engineer
mantaaapp
ntuh
gaesss
kek
msh
kalo
klo
kl
wis
gedhe
ndase
kwk
ww
sdh
nie
utk
mang
kerna
rang
sblm
skrg
dn
nih
nich
loh
yaa
sook
kwak
on
jan
th
is
going
be
january
iki
blom
blm
thread
tsb
bnyk
klw
aah
eih
kak
jugaa
jl
sy
jg
tuk
ha
al
kwkwk
kor
ngk
joss
km
akhirx
mksh
aernye
nyaaa
eng
ing
ayoo
bgmn
moga
hehehe
ksh
dech
man
spy
ato
wow
spt
ama
ckckck
tu
hny
lo
tuh
ttg
dtg
kenging
lahhh
aikamu
what
road
gt
drpd
cm
ooohhh
ma
hmmmmm
hmmmm
hemm
dng
uppppsss
yaaa
dlu
rrrrrr
woyyyyy
go
dah
jgan
broo
trus
ksi
klu
ok
okke
oke
gin
fya
fyi
ho
hoo
hoh
hoho
hohoho
wih
eh
yokk
woyyyyyy
ntar
lbh
jdi
haahaaa
maww
kasihh
haaa
waahh
huaaahaaaaa
iyaa
asa
mks
mas
piee
iyaaa
bg
wkwkw
jngn
djangan
ashes
dust
mlm
slrh
tragedy
common
theatre
death
ra
flood
gate
tik
beer
wj
pohonnnn
gk
sak
karepmu
tdak
gaess
liyat
biyar
kayak
kah
bk
emng
no
bgaimana
yth
btw
mul
yess
mwnyedihkan
jhiee
ade
nyang
kagak
dy
share
lg
ntu
ssst
tar
thd
sbg
loooh
tgjwb
qckog
bkn
ggh
sj
woooy
juaraaa
smuwa
mba
kudu
nguyu
jln
tr
ee
wa
hadeeeeehhh
siiiiiiiih
dibia
so
that
why
mer
bur
pen
dil
peny
sar
ot
ci
na
tri
sssst
gangs
gug
gig
wonderfull
bla
biup
ba
poi
bant
my
ros
pt
don
care
you
are
where
re
from
did
backstreet
boys
world
tour
by
third
eye
here
we
free
practice
he
doing
again
me
reply
stand
but
suggest
smple
update
march
akse
meh
bun
ter
memba
come
cour
leb
mere
peri
wae
way
lai
terl
pe
anta
if
men
ca
pin
sal
ber
te
gud
beh
si
sii
sik
mb
ntap
ntup
kal
pre
hk

mend
lak
np
za
duh
mp
tho
ngo
cuih
anca
wkwk
wuiiih
bo
bain
blank
yes
agree
will
following
coz
huh
sory
pic
lc
kes
ss
dp
dianya
beib
and
seng
ret
jee
khan
ki
in
keleus
koe
woy
wooooyyy
en
su
gom
bol
heeeeellloooo
lha
bwa
tang
jiah
mr
ni
da
ndy
mon
bah
dar
sosi
sin
jin
ping
huhuhu
diar
sa
ae
mai
dll
ld
tuit
woooooi
wala
gem
pi
sam
tir
begi
ihh
akutuh
ja
mpod
ggu
md
fir
hhh
tek
met
yan
id
idih
idihh
idihhh
idiih
idiiih
idiiihh
la
cu
tela
ahelah
imf
bae
beb
baby
aak
aa
eeeh
klop
yaelah
memperba
ken
laahh
hadeeeeeh
preesss
sem
yeee
woyy
ksp
bi
laelah
elah
hadeeehhh
bers
keri
lahh
peke
ai
ting
hadeh
hadehh
hadehhh
hadehhhh
bara
sud
wuuuu
kam
may
kantri
ka
et
tong
le
ms
jab
wooiiii
imb
aud
gih
cokkk
mbh
mg
gn
heleh
kual
ju
pl
bai
cok
koit
nang
pea
blo
rit
vuk
cik
ng
coy
cui
uhuyyy
oei
yar
tw
wi
omg
do
it
asn
piyu
noh
maaaaad
tl
sul
oiya
cie
kepa
siep
du
couldn
more
twe
gun
tur
pem
arb
as
woii
mengg
tah
wadoooohhh
neh
hae
haii
hi
hii
hiii
hik
hiks
hikss
hiikksss
pasi
joosss
ehhhh
dink
eo
kr
oi
josss
oalah
kuk
yuk
gass
keunn
oo
hayo
uhuii
tan
or
gar
wihhhhh
cam
deng
wooiii
lur
ahhh
ncuup
ooo
eiy
yupsss
laah
neeh
asee
aiiihhh
nyok
pek
jah
yoiii
yv
uea
ahhhh
seh
ndroo
nek
sihhh
tuu
ehh
jiaah
bro
hah
syi
ea
eaea
eaeaea
hadeuh
cuihhhh
om
hadech
sich
owalah
hey
yakali
woyyy
halah
db
duhh
woi
woiii
wooi
woooi
woooyyyyy
wahhh
gsk
waduhhh
ciiee
uittt
ndezz
akh
hmmm
ela
ehe
kkk
ayyy
twit
ahh
kn
blenggg
ih
tok
cuk
nder
pret
peeeeetttt
wid
haduh
can
min
minn
im
ti
bas
ta
meng
ind
mi
mbok
siip
deee
euy
lat
yukk
ben
bat
ne
wuiih
eihh
nuh
sada
eaaaa
wh
ts
kua
hadeehhh
yups
am
gi
dst
ntr
bag
kom
hmm
neg
beg
ieu
teh
ol
var
uhmmm
er
bena
sek
menyer
ser
nahh
saa
his
haiii
cuy
aga
bar
mm
hend
moh
mahl
mel
dila
pr
at
jo
bageb
iss
waktuyg
ji
ntah
ht
dehh
terb
mes
ker
ten
ani
dahhh
kem
con
sec
mam
bisn
ii
hr
dab
ilah
vi
bap
tep
sig
jomp
mun
sib
hih
ge
sh
lum
fl
co
jengn
atuh
atr
un
penc
jat
mem
aamiin
aaa
aaaahhhh
aaaakkkhhhhhh
aaah
aahh
aahhh
aajh
aang
ab
aba
abc
abd
zzzzzz
zzz
ckakak
dwatkn
fii
hadeeuh
neng
nis
nk
tt
waaahh
wahaye
wyg
yo
ojo
peesai
pis
piyek
piye
po
pol
pp
prop
samlekum
sang
sayrap
syyo
tuip
udah
udahan
udahlah
ups
vs
wen
wooyy
negeriindonesia
xs
yaah
yee
ypk
acan
adoh
aduch
aduhh
aeeee
ahaaaaa
ahahahah
ahhahshahahsha
ahhay
ahhhhh
ahool
aig
aih
ailapyupul
aing
ajaa
ajaaah
ajaah
ajasi
ajib
ajj
ajjaaa
aka
akankh
akubingin
alah
alangkah
alla
unl
unli
bengek
bou
angg
apa
apaa
apaaaaa
apaaaannnn
apaansi
apaapa
apabedanya
apabilah
apabl
apain
apaka
apakh
apalg
apalgi
apas
apasih
aph
apkah
aplagi
aplg
aseekkk
aseeekkk
aseekk
asek
asiiik
asiiikkk
asik
asseeekkkk
assuuu
astaga
astagaaaaa
astagaaaahhh
astagfirullah
astaghfirullah
alhamdulillah
astaghf
astaghfrullah
astagpirullohalazmin
asu
asuuu
asyiapp
asyiiiiik
asyik
audzubillah
awokaowkaowk
awokawokawok
aww
awwww
ay
baaeerrree
bagemana
bagiamana
bahahaha
bahahak
alu
biarpun
bkal
braderrr
bwt
dahh
ealah
eeh
ehhh
gimana
gitu
gitulah
lainnyasudah
guys
guyss
hilihhh
hmmmmmm
horeee
jdkn
jleb
kannnn
lohhhh
lwt
uwoooh
terossssss
ngoahahahahahaaa
peel
dsniiiiiiii
ane
ybs
prrreeetttthh
agid
sbgai
sbuah
toeeettt
toet
waduuuhhhh
wkwaww
yu
yup
jaringanya
bos
makmak
beud
dear
ngab
bang
gb
heh
hu
huhu
wooow
waw
wawa
wawaw
ngga
nga
nyahooo
ku
kau
kauu
kao
syekaliii
subhannallah
xfxfxxadxfxfxxad
xfxfxx
sugisitinuraa
kampretmediakonsumenid
azzamizzulhaq
ri
lohtks
thjgn
gue
ckckcck
yak
neko
ye
ew
emg
gan
ealahh
elahhh
nyet
adh
dih
lgsg
anying
ajg
eeehhhh
hedeeh
ehehehehe
wkwkwkkww
wkwkwkw
hahhhhh
wkowkwow
wkwkwkk
wwkwkwkwk
wkkwkws
cmiiw
xxxxxxx
wkkwk
wkkw
wkwwkk
xixixixixi
ckckc
amiin
amin
agag
ammiinnn
robbal
lamiiiinnnn
wkwkwkwk
jancok
Kwkwkwk
yahhh
sonoooo
kaaan
yach
nehh
booos
bosss
wkw
hhhmmm
baalsrud
pei
nkri
timor
inshaallah
apuuun
sia
kwntl
insyaallah
pakdhe
kuy
beahan
drmi
terma
sbb
tka
cuihh
hrd
kicep
dki
tol
kwh
box
dgr
taipan
br
bom
jt
konto
kannnnn
bp
kongkalikong
raw
jaw
cek
us
nyinyirisasi
ajah
naekinlagi
ton
ebt
jorjoran
pet
cpo
wkwkwkwkwkw
wkwkkw
yakan
yok
yesssssss
wkkk
wes
abrek
achmadi
adi
ylki
yha
ynag
acer
acau
yep
ygy
yh
yogyakarta
accu
ad
yeah
yeay
yeeep
yekan
adl
walhasil
yamg
yaps
yasalamm
pokoke
oy
uu
lhaa
kebel
hahaha
hahahaha
wkwkkkw
xd
agus
agam
picik
kc
ln
boss
ambruk
boz
alhamdulilah
ch
big
bpjs
bsa
byd
buzer
caplok
cell
ceo
cipeng
cina
dri
end
eri
esdm
fitra
gumiwang
gwh
hut
iesr
bal
ojk
sgr
iri
pa
cahjo
rrc
ppp
nti
ahahahaha
kwkwkwkwkwk
ohh
tuhh
hahahahah
cum
cma
ecek
oooh
cni
kyknya
vin
peamax
duuh
lobakeun
takyatku
loba
imah
sep
href
fix
wait
agustd
nggak
telek
ev
kw
sporty
esemka
scroll
iih
yaaahh
niee
wahh
hihiw
coii
dongg
huss
hehew
wuaaaaaaa
kkkk
ohhh
hwahahahahah
vaaayy
ehehehhe
cengo
kahh
mwhehehe
xixix
hdjshsjdj
hihi
atulah
imo
looooooo
abyss
wkwkwjw
ahskwhskja
woe
wkwkeek
cuna
skz
eak
ugh
mipii
heum
wkwkk
iai
prass
siak
kons
hhhhhh
mhhh
ksbsksbsk
nyaa
shsjaksjs
emm
gc
ceunah
etdah
yapp
xiaohong
hahahahahahaahahahahaha
aaaaa
eben
uwuwuwuwu
perhhh
hahahaahaha
hiss
pokokmeeeennn
tuuu
blabla
slh
wey
jai
huweeeeee
hiksrot
askjfhagh
asp
duper
dahlah
xii
woilah
lahaula
cijejes
siot
muk
dol
snsnnd
iyhh
haiiiii
wew
iaaa
aaaa
rinn
sksjsk
yakmat
nyah
hm
ann
yailah
yeaa
doang
ahah
ikonics
ekke
boom
sg
hish
vkfjdkkd
horeeeeeeee
yaaah
namjun
revmen
dips
oioi
hft
heeseung
ava
au
reposted
weh
leee
kasi
ges
ssssst
hots
haaahaaa
brb
oe
huuffhh
lanyalla
nct
svt
don't
mcm
reeeeekk
bangeeeeeeeeddd
weey
belamra
susar
yujiem
need
socialize
tos
mder
wkwkwkwkwk
dat
ayolohhh
okeh
ngam
microsleep
hahahah
xpa
moment
fuhh
wkwkwkwkwkwkwkwk
morningg
uy
biar
bikin
bilang
je
sch
plis
kulon
hufftttt
bangsaadd
swipe
lhoo
bist
das
der
dich
mek
hee
cin
sqw
feel
ini
halloo
donggg
sksks
esok
hwhwhw
wkwkww
was
how
miss
clinical
years
nak
miin
dh
heyy
tpp
wkt
ngan
waktu
yarrr
jreng
she
pls
uda
yeayyyyy
lt
heu
ak
abis
wkwkwc
xixixixi
mmg
bln
bsk
bnr
kt
mmf
diaa
kalii
jbjb
gtu
kyk
plk
kyg
thn
syahla
brooooooo
bruuuhhhh
cmon
alias
eehh
hyung
wkwkwkkw
bisa
jawaban
lama
lanjut
lebih
mendatang
siap
tahun
tambah
tinggi
umum
belum
contohnya
langsung
lamanya
mungkinlah
paparnya
selagi
wakil 
waktunya 
warga 
wib 
rata
tengah
persen
wib
minggu
selasa
kondisi
hubungan
acara
hidup
senin
mantan
jenis
juni
tinggal
sesuai
berat
sabtu
mencari
ruang
berdasarkan
pekan
membawa
tingkat
ketiga
ribu
membantu
ditemukan
kegiatan
tampil
bertemu
milik
menjalani
sumber
upaya
mengambil
lewat
meningkatkan
kehidupan
penggunaan
menghadapi
beliau
kemana
kemarin
emang
sekian
sekedar
&
telanjur
dimana
kecuali
seraya
dsb
dulunya
tolong
wkekw
wkekwkkk
braw
sing
Hyundai
aaahhhh
aaya
ababil
abad
abadi
abai
abal
abdulmanan
abroad
ado
adu
adopsi
aer
aero
advan
advance
advantage
adventure
aespa
aewaktu
afaik
afeva
affordable
afrika
after
aftersales
aftur
ag
agama
agen
agenda
agk
agraris
agreement
agresif
agrivoltaic
agung
agya
ahc
ahir
ahirnya
ahli
ahm
ahmad
ahu
ahy
aibon
ain
aipda
air
airbag
aircraft
airlangga
aisi
ajaaa
ajaib
ajak
ajang
ajar
ajh
ajha
aji
ajjh
akibatnye
akn
akomodasi
akr
ala
alam
alami
alamiin
alas
alasanya
alat
alay
albertsus
alchamdulillaahi
alergi
alfamart
algoritma
ali
aliaa
aliansi
alih
alir
alis
alit
alive
allah
allahumma
alm
almaz
almunium
alpard
alphard
alter
alternatif
alternative
aluminium
alumni
alur
alusista
alutsista
alvaro
alvez
amal
aman
amanat
amatir
amazon
ambil
ambisi
ambisius
amblas
ambyaar
ambyarrrr
amd
amerika
amis
ampas
ampere
ampiang
amping
ampo
ampun
amrik
anak
analis
analisa
analisanya
analog
analogi
analysis
ancam
ancang
anchor
andai
andaikata
andal
andil
andrew
andriod
android
aneh
aneka
anggap
anggar
anggep
anggota
anggran
anggur
angin
angka
angkasa
angkat
angkot
angkut
angle
angresif
angsur
anies
anilin
animasi
animo
anis
anjing
anjur
ank
annie
annya
anorganik
anshar
antagonis
antah
antarnegara
antek
anti
antisipasi
antm
anto
antre
antri
antusiame
antusias
antusiasme
anu
anugerah
anwar
anyar
anyway
anza
apaaan
apakabar
apalaaah
ape
apel
api
apkh
aplgi
apsti
apung
apurva
aqu
arab
araf
araga
arah
arahin
aramco
arang
archipelago
ardiansyah
area
areal
arem
argentina
ari
ariana
arif
arifin
arindo
arisandi
arla
armada
armoon
aroma
arow
arsitektur
arsjad
artikel
artis
arung
arus
asai
asap
asean
asemka
aseng
asepnya
aset
asia
asiaa
asiikk
asikkk
asing
askes
asli
asosiasi
aspal
aspek
aspirasi
asri
asrori
asset
astagaa
astra
asumsi
asuransi
asus
atap
ataw
atpm
atur
atw
audi
audio
auriga
australia
automatic
automobile
automotif
automotive
autonomous
autopilot
avanza
awam
awan
awas
awat
awet
awowkwowk
aya
ayam
ayla
ayu
azasi
babat
babi
babu
baca
bacot
bad
badai
badak
badan
badische
baduy
bagasi
bagau
bagun
bagus
bagusin
bahagia
bahan
bahannnya
bahanya
baharu
bahas
bahasa
bahawah
bahaya
bahlil
baja
bajak
bajar
bajo
bak
baka
bakar
bakarya
bakri
baku
balap
balita
bambang
bammper
bamsoet
ban
banayk
bandar
bandara
banderol
banding
bandingin
bandung
bangalore
banger
bangetttt
bangga
banggar
bangkai
bangkang
bangke
bangkit
bangkrut
bangrut
bangsa
bangsat
bangun
banhkan
banjarbaru
banjarmasin
banjir
bank
bansos
banten
banting
bantu
banyakin
banyk
banyune
bare
barel
bareng
barter
basa
base
based
basf
basi
basicaly
basis
basri
baswedan
batal
batang
batari
bayak
bayang
bayar
bayarin
bbg
bbm
bbn
bct
bdk
beam
bearing
beat
beban
bebas
becak
becek
beda
bedain
bedainnya
bedung
bee
begal
belanda
bencong
Bengkulu
bep
berakhlaq
besin
besok
bessar
besut
betah
betapa
betransformasi
betrinya
beuuu
bev
bezos
bgemna
bgi
bgitu
bgmana
bgtu
bhabinkamtibmas
bhakan
bhkn
biakin
biang
biarin
bias
biasr
biaya
bibit
bicara
bidang
bidik
bijak
bijaksana
biji
bijih
bike
biker
bilamana
bilike
billion
bima
bimtek
binggung
bingung
binsar
biodiesel
biofuel
biologi
biomass
bird
birokrasi
biru
bis
bisalaa
bising
bismillah
bisnis
bisu
bitcoin
bkin
bknnya
bkpm
bkr
blackbarry
blackberry
blagu
blar
blasannya
blbergeser
blbi
bldc
bleeg
blg
blh
blibli
block
blockbuster
blok
blokir
blong
blt
blue
bluebird
blum
bluprint
bms
bmw
bnanyak
bnar
bneran
bni
bntar
boat
bobrok
bocor
bodi
bodoh
bodong
body
bodynya
bodywork
bogor
bohong
bohongg
bokong
bolak
bolivia
bolt
bombardir
bon
boncos
bondong
bong
bongkah
bongkar
bonus
booming
boook
boooos
booth
borong
boros
borosin
bosan
bossman
bottleneck
boumi
boy
bpkb
brads
brake
brakingnya
brand
branded
branding
brandingnya
brandnya
brapa
brarti
brazil
brbahaya
brgantung
brgerak
bridgestone
brilian
brio
britannia
brmotor
brojol
bronx
browsing
brpindah
brsm
brtahap
brtanya
brum
brunp
bsar
bsd
bsi
bsmenjangkau
bsr
bth
btn
btrai
btre
bts
btu
buah
bual
buang
buar
buas
buaya
bubar
bubarin
budak
budaya
budi
buesarr
buhahaha
bui
build
building
built
bujuk
buka
bukn
bukti
buktikn
bulang
bulat
bulet
buli
bullshit
bullyan
bulshit
bulu
bumerang
bumi
bumn
bundling
bunga
bungkus
bunuh
bunyi
bupati
burayot
buring
buriq
buru
buruh
buruk
burung
bus
busdines
busi
business
bussines
busway
buta
butuh
butut
buuuanyak
buwat
buy
buzzer
buzzerrp
byak
byr
bysshe
bz
cabang
cabe
cabin
cabut
cacat
caci
cadang
cafe
cahaya
cahyadi
cair
cak
cakep
cakup
calo
calon
calya
camat
campaign
campur
campus
canada
canang
canda
candidate
candu
canggih
canggihin
canoo
canter
cantik
cantum
cap
capacitor
capacity
capai
capitalnya
capres
carbon
carge
carger
cari
carjer
carry
catl
catu
caz
cb
cbu
cd
cebok
cebong
cegah
cekal
cekik
cela
celah
celaka
cells
celluler
celo
celoteh
cemar
cemara
cemas
cemerlang
cemplung
cendana
cenderumg
cenderung
cengkramsn
cenjer
centang
ceonya
chain
chandra
changan
changer
channel
charge
chargenya
charger
chargernya
chargin
charging
chargingnya
charley
charnging
chas
chassis
chery
chevrolet
chevron
chicago
chili
chill
china
chip
christo
cibubur
cicil
cicit
ciheras
cikal
cikande
cikarang
cil
cilaka
cilegon
cilik
cinderella
cinta
cipta
ciputera
ciputra
cirebon
cita
citicar
citra
city
cium
civic
ciyeee
clarity
cleandisruption
coach
coal
coba
cobain
cobalt
cocok
cokol
coldplay
colector
colok
colt
com
combustion
comen
comfort
coming
commercial
compag
company
compare
compatible
competitive
cona
concern
conditional
condong
confensional
congek
connects
consumer
contek
contemporary
content
continous
contoh
control
convensioanl
convensional
conventional
cop
copet
copot
copper
copras
core
corolla
corona
corp
corporate
corruptors
corupt
cost
costnya
country
covid
cpod
cpt
cr
credit
cs
csi
cuakkks
cuaks
cuannya
cuci
cucu
cukong
cukur
culas
cumandi
cun
curah
curam
curang
curi
curiga
customer
cuwan
cuyy
cyber
cycle
cz
daahh
dacc
dada
dadang
daelernya
daerah
daftar
dagang
daganganya
dahlan
dahsyat
daihatsu
daily
dair
dajjal
daki
dalem
dalih
damai
damba
dampak
damping
dana
danana
danet
dang
dangkal
dapt
dapur
dara
darah
darat
daring
daritahun
darurat
darusalam
dasar
data
datangin
datar
date
daulat
daur
davidson
daya
dayak
dayung
dbanding
dc
deal
dealer
dealernya
deb
debat
debut
decade
deck
deddy
dedikasi
deep
deepcycle
defa
defence
degan
degradasi
dehhhhh
dekade
dekarbonisasi
deket
dela
delay
delegasi
dell
delman
demand
demo
demokrasi
denda
dengar
dengki
dengkul
dengn
densiti
density
depo
depok
deposit
depresi
derajat
deras
deret
derita
deru
derum
desa
desain
desak
desember
design
designing
detabek
detail
detect
deteksi
detik
develop
developing
development
devisa
dewan
dfsk
dgan
diakomodir
diakusisi
diam
diamerika
dian
diangap
diarahin
diawaln
dibandingikan
dibatasin
dibegoin
diberlkkan
dibhunuh
dibiarin
dibilangin
dibndingkan
dibodohin
dibuli
dibully
dicengin
dicharge
didik
didistrupsi
didlm
didu
die
diekplorasi
dieksport
dierapkan
diesel
digatikan
digdaya
digembar
digital
digitalisasi
digjaya
digratisin
digunain
diii
diindo
diindonseia
dijkt
dik
dikalimantan
